user_id,registered_at,acquisition_channel,age_group,city_tier,risk_profile,initial_cash_balance,marketing_consent
10930,2024-11-21 00:00:00,paid_search,26-35,T3+,balanced,24955.89,1
10931,2024-03-07 00:00:00,referral,46-55,T3+,aggressive,11815.34,1
10932,2024-12-12 00:00:00,social,36-45,T2,balanced,34735.95,1
10933,2024-09-17 00:00:00,paid_search,36-45,T2,balanced,198772.65,0
10934,2024-05-03 00:00:00,social,36-45,T3+,balanced,648.81,1
10935,2024-11-26 00:00:00,paid_search,18-25,T1,cautious,5270.04,1
10936,2024-12-03 00:00:00,organic,18-25,T1,aggressive,7011.42,1
10937,2024-08-16 00:00:00,organic,36-45,T3+,balanced,11066.16,1
10938,2024-11-16 00:00:00,social,26-35,T2,aggressive,3231.08,1
10939,2024-04-23 00:00:00,social,26-35,T1,cautious,2244.51,0
10940,2024-08-27 00:00:00,social,36-45,T2,aggressive,8157.88,1
10941,2024-05-16 00:00:00,bank_partner,26-35,T2,balanced,5623.21,0
10942,2024-06-09 00:00:00,social,36-45,T3+,balanced,14001.64,1
10943,2024-10-27 00:00:00,organic,56+,T1,balanced,195271.82,1
10944,2024-02-20 00:00:00,paid_search,36-45,T3+,balanced,7469.46,1
10945,2024-01-15 00:00:00,paid_search,18-25,T2,balanced,7633.81,1
10946,2024-06-13 00:00:00,organic,18-25,T1,balanced,837.44,0
10947,2024-03-21 00:00:00,organic,26-35,T2,cautious,68069.96,0
10948,2024-12-20 00:00:00,paid_search,18-25,T2,cautious,2131.16,1
10949,2024-12-18 00:00:00,paid_search,46-55,T2,cautious,16442.35,1
10950,2024-08-20 00:00:00,bank_partner,18-25,T2,cautious,3987.16,1
10951,2024-03-12 00:00:00,organic,26-35,T3+,balanced,7329.12,1
10952,2024-04-03 00:00:00,organic,18-25,T3+,balanced,1663.23,1
10953,2024-09-27 00:00:00,organic,46-55,T2,aggressive,3811.46,1
10954,2024-01-28 00:00:00,referral,18-25,T2,balanced,2121.79,1
10955,2024-12-14 00:00:00,referral,56+,T2,cautious,3489.87,1
10956,2024-08-01 00:00:00,referral,18-25,T1,balanced,2035.96,0
10957,2024-07-20 00:00:00,paid_search,46-55,T3+,aggressive,18508.29,1
10958,2024-07-21 00:00:00,bank_partner,26-35,T2,cautious,2590.99,0
10959,2024-11-12 00:00:00,paid_search,46-55,T1,cautious,3711.83,1
10960,2024-06-19 00:00:00,social,36-45,T2,cautious,3190.7,1
10961,2024-04-12 00:00:00,organic,26-35,T3+,cautious,10076.1,1
10962,2024-02-03 00:00:00,referral,36-45,T1,aggressive,48155.41,0
10963,2024-01-12 00:00:00,organic,56+,T2,aggressive,19106.63,1
10964,2024-02-12 00:00:00,bank_partner,36-45,T3+,aggressive,4889.3,1
10965,2024-06-25 00:00:00,organic,26-35,T1,cautious,6260.12,1
10966,2024-06-13 00:00:00,paid_search,36-45,T3+,balanced,4410.23,1
10967,2024-03-18 00:00:00,organic,26-35,T2,cautious,22813.22,1
10968,2024-03-25 00:00:00,social,36-45,T2,aggressive,11818.27,1
10969,2024-01-02 00:00:00,bank_partner,36-45,T2,balanced,23061.64,1
10970,2024-10-03 00:00:00,organic,26-35,T2,cautious,5030.56,1
10971,2024-08-28 00:00:00,paid_search,26-35,T1,balanced,14306.29,1
10972,2024-08-02 00:00:00,organic,56+,T2,balanced,90114.26,0
10973,2024-10-17 00:00:00,social,18-25,T2,aggressive,700.96,0
10974,2024-04-05 00:00:00,organic,46-55,T1,cautious,15641.08,1
10975,2024-05-28 00:00:00,social,46-55,T2,balanced,24057.74,1
10976,2024-01-01 00:00:00,social,36-45,T1,aggressive,63837.62,1
10977,2024-04-05 00:00:00,paid_search,56+,T2,cautious,8120.51,0
10978,2024-06-09 00:00:00,paid_search,26-35,T3+,aggressive,44171.1,0
10979,2024-01-27 00:00:00,bank_partner,46-55,T2,cautious,36955.22,1
10980,2024-05-31 00:00:00,referral,46-55,T2,balanced,8557.1,1
10981,2024-09-03 00:00:00,paid_search,46-55,T1,cautious,5086.77,1
10982,2024-11-21 00:00:00,referral,46-55,T1,aggressive,6915.4,1
10983,2024-12-29 00:00:00,paid_search,46-55,T2,cautious,37444.44,0
10984,2024-01-04 00:00:00,paid_search,18-25,T3+,aggressive,7644.99,1
10985,2024-01-19 00:00:00,social,46-55,T1,aggressive,6881.32,1
10986,2024-03-04 00:00:00,organic,26-35,T2,cautious,17036.71,1
10987,2024-12-05 00:00:00,organic,18-25,T1,cautious,7112.13,1
10988,2024-06-01 00:00:00,referral,36-45,T1,balanced,5222.28,1
10989,2024-10-25 00:00:00,organic,46-55,T3+,balanced,72467.16,1
10990,2024-05-12 00:00:00,organic,26-35,T1,cautious,38559.31,0
10991,2024-12-11 00:00:00,social,26-35,T1,aggressive,15766.58,1
10992,2024-08-02 00:00:00,referral,26-35,T2,balanced,6444.63,1
10993,2024-01-20 00:00:00,organic,18-25,T3+,balanced,3271.75,1
10994,2024-12-27 00:00:00,bank_partner,36-45,T1,balanced,4422.05,0
10995,2024-01-13 00:00:00,organic,46-55,T3+,cautious,13796.82,0
10996,2024-02-10 00:00:00,bank_partner,46-55,T2,balanced,33998.87,0
10997,2024-12-06 00:00:00,referral,36-45,T2,balanced,17926.29,1
10998,2024-04-05 00:00:00,social,46-55,T1,cautious,2211.04,1
10999,2024-05-05 00:00:00,paid_search,18-25,T3+,balanced,3096.2,1
11000,2024-05-18 00:00:00,bank_partner,18-25,T1,cautious,5859.92,1
11001,2024-11-15 00:00:00,bank_partner,36-45,T1,balanced,42472.14,1
11002,2024-03-19 00:00:00,referral,26-35,T3+,cautious,6148.9,1
11003,2024-11-06 00:00:00,organic,26-35,T1,cautious,17647.95,1
11004,2024-11-22 00:00:00,paid_search,36-45,T1,balanced,1526.08,1
11005,2024-05-18 00:00:00,referral,56+,T2,aggressive,66257.73,1
11006,2024-03-09 00:00:00,social,46-55,T3+,cautious,37268.07,1
11007,2024-05-01 00:00:00,paid_search,36-45,T1,balanced,1229.14,1
11008,2024-07-21 00:00:00,social,36-45,T3+,balanced,1682.93,1
11009,2024-11-22 00:00:00,paid_search,18-25,T1,cautious,98518.55,1
11010,2024-07-27 00:00:00,social,56+,T1,cautious,12068.46,0
11011,2024-10-06 00:00:00,organic,26-35,T2,cautious,24171.11,1
11012,2024-07-20 00:00:00,referral,46-55,T1,cautious,6195.48,1
11013,2024-07-11 00:00:00,organic,18-25,T2,cautious,35194.96,0
11014,2024-08-23 00:00:00,bank_partner,18-25,T2,balanced,13796.65,1
11015,2024-12-06 00:00:00,referral,26-35,T3+,balanced,3306.3,1
11016,2024-02-25 00:00:00,organic,36-45,T1,balanced,10598.14,1
11017,2024-04-24 00:00:00,referral,26-35,T3+,balanced,7063.44,1
11018,2024-04-04 00:00:00,social,36-45,T1,balanced,15531.97,1
11019,2024-07-14 00:00:00,paid_search,36-45,T3+,cautious,3545.07,1
11020,2024-02-25 00:00:00,social,46-55,T3+,balanced,5781.31,0
11021,2024-09-20 00:00:00,referral,46-55,T1,cautious,11292.31,1
11022,2024-11-20 00:00:00,social,26-35,T2,balanced,2314.96,1
11023,2024-09-14 00:00:00,social,26-35,T2,balanced,5630.72,1
11024,2024-04-23 00:00:00,paid_search,26-35,T3+,balanced,3651.11,0
11025,2024-09-28 00:00:00,bank_partner,18-25,T2,balanced,773.6,1
11026,2024-02-01 00:00:00,organic,46-55,T2,cautious,12239.1,1
11027,2024-05-16 00:00:00,social,18-25,T2,balanced,3579.02,1
11028,2024-03-19 00:00:00,organic,36-45,T3+,balanced,4050.01,1
11029,2024-11-14 00:00:00,paid_search,36-45,T3+,balanced,35329.4,1
11030,2024-03-31 00:00:00,social,18-25,T3+,balanced,910.83,0
11031,2024-09-28 00:00:00,paid_search,46-55,T1,cautious,27735.82,0
11032,2024-12-24 00:00:00,organic,26-35,T1,aggressive,4982.58,1
11033,2024-06-19 00:00:00,bank_partner,18-25,T1,cautious,16658.49,0
11034,2024-03-03 00:00:00,social,36-45,T3+,balanced,6630.47,0
11035,2024-03-29 00:00:00,paid_search,36-45,T3+,aggressive,41139.32,1
11036,2024-03-30 00:00:00,paid_search,26-35,T3+,balanced,20329.07,0
11037,2024-03-21 00:00:00,referral,36-45,T2,cautious,20750.76,1
11038,2024-11-04 00:00:00,paid_search,26-35,T1,aggressive,9296.88,1
11039,2024-02-18 00:00:00,social,36-45,T2,balanced,10764.74,1
11040,2024-01-09 00:00:00,paid_search,26-35,T2,cautious,9740.71,1
11041,2024-05-07 00:00:00,paid_search,46-55,T3+,cautious,19853.62,1
11042,2024-08-23 00:00:00,paid_search,26-35,T1,aggressive,139289.66,0
11043,2024-08-27 00:00:00,organic,26-35,T3+,aggressive,10042.59,0
11044,2024-10-15 00:00:00,social,36-45,T3+,cautious,17942.83,1
11045,2024-08-27 00:00:00,paid_search,46-55,T1,cautious,7778.87,1
11046,2024-02-05 00:00:00,organic,18-25,T1,aggressive,8348.58,1
11047,2024-11-29 00:00:00,social,26-35,T1,balanced,5713.81,0
11048,2024-09-22 00:00:00,bank_partner,18-25,T3+,aggressive,2560.13,1
11049,2024-07-04 00:00:00,referral,36-45,T3+,aggressive,1714.22,1
11050,2024-08-04 00:00:00,paid_search,36-45,T1,cautious,40452.58,1
11051,2024-03-03 00:00:00,organic,26-35,T2,cautious,77852.57,1
11052,2024-08-26 00:00:00,paid_search,36-45,T3+,aggressive,8460.96,1
11053,2024-01-01 00:00:00,organic,36-45,T1,cautious,1971.19,1
11054,2024-04-09 00:00:00,paid_search,26-35,T2,balanced,6101.59,1
11055,2024-08-24 00:00:00,organic,18-25,T3+,cautious,1977.46,0
11056,2024-06-20 00:00:00,paid_search,26-35,T1,cautious,12425.23,1
11057,2024-07-22 00:00:00,organic,46-55,T1,balanced,42231.25,0
11058,2024-06-09 00:00:00,bank_partner,36-45,T3+,aggressive,27815.76,1
11059,2024-07-28 00:00:00,bank_partner,36-45,T2,balanced,3946.36,0
11060,2024-02-19 00:00:00,paid_search,46-55,T1,cautious,12763.09,1
11061,2024-08-26 00:00:00,referral,36-45,T3+,cautious,2619.12,0
11062,2024-09-24 00:00:00,social,46-55,T2,balanced,3066.56,1
11063,2024-10-03 00:00:00,referral,46-55,T2,balanced,14939.68,1
11064,2024-11-12 00:00:00,social,18-25,T3+,cautious,2815.08,1
11065,2024-01-15 00:00:00,social,36-45,T3+,aggressive,20917.78,1
11066,2024-08-18 00:00:00,organic,36-45,T2,cautious,40702.54,1
11067,2024-10-27 00:00:00,organic,26-35,T2,cautious,6321.02,1
11068,2024-06-04 00:00:00,referral,26-35,T3+,aggressive,21517.54,1
11069,2024-09-16 00:00:00,organic,26-35,T1,balanced,1416.25,1
11070,2024-06-01 00:00:00,social,18-25,T2,cautious,1879.44,1
11071,2024-12-23 00:00:00,organic,26-35,T2,balanced,8113.42,0
11072,2024-03-15 00:00:00,paid_search,26-35,T2,cautious,8660.86,1
11073,2024-02-13 00:00:00,referral,36-45,T2,balanced,35305.58,1
11074,2024-09-13 00:00:00,organic,46-55,T3+,balanced,5142.66,1
11075,2024-02-16 00:00:00,social,26-35,T2,aggressive,23019.06,0
11076,2024-08-09 00:00:00,bank_partner,36-45,T2,balanced,5602.9,1
11077,2024-07-23 00:00:00,bank_partner,36-45,T3+,balanced,2195.68,1
11078,2024-02-28 00:00:00,referral,26-35,T3+,cautious,7911.22,1
11079,2024-01-15 00:00:00,referral,18-25,T1,balanced,6099.54,1
11080,2024-07-07 00:00:00,referral,46-55,T3+,balanced,50199.82,1
11081,2024-11-28 00:00:00,social,18-25,T1,aggressive,5815.66,1
11082,2024-10-03 00:00:00,bank_partner,26-35,T3+,aggressive,3873.51,1
11083,2024-08-24 00:00:00,referral,26-35,T2,cautious,4254.45,1
11084,2024-11-15 00:00:00,paid_search,18-25,T2,aggressive,950.83,1
11085,2024-07-31 00:00:00,organic,36-45,T2,balanced,21991.28,1
11086,2024-09-10 00:00:00,paid_search,26-35,T1,balanced,7487.21,1
11087,2024-11-16 00:00:00,social,46-55,T2,aggressive,14901.53,0
11088,2024-12-14 00:00:00,bank_partner,36-45,T1,cautious,25110.58,1
11089,2024-07-04 00:00:00,social,46-55,T3+,cautious,1112.46,1
11090,2024-03-25 00:00:00,organic,26-35,T3+,balanced,16296.27,1
11091,2024-10-31 00:00:00,social,36-45,T2,cautious,9026.49,1
11092,2024-06-28 00:00:00,social,36-45,T1,cautious,34340.78,1
11093,2024-04-05 00:00:00,organic,46-55,T3+,balanced,9895.89,1
11094,2024-11-11 00:00:00,paid_search,26-35,T1,cautious,15276.3,1
11095,2024-11-25 00:00:00,bank_partner,18-25,T1,cautious,46810.89,1
11096,2024-01-22 00:00:00,paid_search,36-45,T2,balanced,16638.7,1
11097,2024-09-12 00:00:00,referral,46-55,T1,cautious,30429.07,1
11098,2024-12-13 00:00:00,social,46-55,T1,aggressive,10807.91,1
11099,2024-08-23 00:00:00,social,26-35,T3+,cautious,14253.21,1
11100,2024-08-07 00:00:00,referral,26-35,T3+,balanced,3924.35,0
11101,2024-02-10 00:00:00,organic,18-25,T1,balanced,10213.29,1
11102,2024-06-29 00:00:00,social,46-55,T2,balanced,6017.4,1
11103,2024-08-12 00:00:00,organic,26-35,T3+,cautious,2704.34,1
11104,2024-02-19 00:00:00,social,46-55,T3+,cautious,58520.84,1
11105,2024-11-17 00:00:00,referral,36-45,T2,balanced,2326.32,1
11106,2024-01-16 00:00:00,referral,36-45,T2,balanced,33045.18,0
11107,2024-03-18 00:00:00,social,36-45,T3+,balanced,5608.83,0
11108,2024-11-02 00:00:00,paid_search,26-35,T2,cautious,17300.18,1
11109,2024-07-20 00:00:00,organic,26-35,T3+,balanced,50275.47,1
11110,2024-01-07 00:00:00,paid_search,26-35,T2,balanced,11250.82,1
11111,2024-07-24 00:00:00,referral,36-45,T3+,balanced,4571.84,1
11112,2024-10-14 00:00:00,social,46-55,T1,balanced,25839.87,0
11113,2024-02-17 00:00:00,organic,26-35,T2,balanced,13170.64,1
11114,2024-03-26 00:00:00,organic,36-45,T3+,balanced,5537.3,1
11115,2024-01-12 00:00:00,organic,26-35,T2,aggressive,3087.62,0
11116,2024-10-20 00:00:00,paid_search,46-55,T1,balanced,15234.68,1
11117,2024-01-05 00:00:00,social,36-45,T1,cautious,17867.35,0
11118,2024-11-10 00:00:00,social,56+,T2,aggressive,5038.56,0
11119,2024-06-23 00:00:00,paid_search,36-45,T1,balanced,20441.62,1
11120,2024-03-19 00:00:00,bank_partner,36-45,T1,cautious,18762.38,1
11121,2024-02-14 00:00:00,social,26-35,T2,aggressive,4114.0,1
11122,2024-05-29 00:00:00,referral,56+,T2,aggressive,8955.06,1
11123,2024-07-04 00:00:00,social,26-35,T1,cautious,29786.61,1
11124,2024-06-23 00:00:00,organic,18-25,T3+,cautious,953.55,1
11125,2024-08-04 00:00:00,organic,46-55,T2,cautious,42588.51,1
11126,2024-10-29 00:00:00,referral,56+,T1,cautious,9790.75,1
11127,2024-02-27 00:00:00,social,18-25,T1,cautious,5593.61,1
11128,2024-12-31 00:00:00,paid_search,18-25,T2,balanced,3515.3,1
11129,2024-07-21 00:00:00,social,26-35,T1,cautious,14392.49,1
11130,2024-04-30 00:00:00,organic,26-35,T2,balanced,3216.47,1
11131,2024-09-01 00:00:00,bank_partner,18-25,T1,aggressive,3786.92,1
11132,2024-03-19 00:00:00,organic,26-35,T3+,balanced,4181.53,0
11133,2024-03-25 00:00:00,referral,36-45,T2,aggressive,4980.78,1
11134,2024-03-08 00:00:00,social,36-45,T1,balanced,18904.13,1
11135,2024-12-29 00:00:00,paid_search,26-35,T2,aggressive,30718.99,1
11136,2024-07-29 00:00:00,organic,26-35,T3+,balanced,4224.4,1
11137,2024-10-15 00:00:00,social,26-35,T3+,balanced,23945.23,0
11138,2024-04-14 00:00:00,paid_search,56+,T2,cautious,29579.31,0
11139,2024-01-24 00:00:00,organic,46-55,T2,balanced,9808.73,0
11140,2024-03-21 00:00:00,social,46-55,T2,cautious,31934.89,0
11141,2024-07-24 00:00:00,paid_search,26-35,T2,balanced,10067.47,0
11142,2024-02-12 00:00:00,referral,36-45,T2,cautious,13885.44,0
11143,2024-10-31 00:00:00,paid_search,26-35,T3+,balanced,7925.93,0
11144,2024-05-03 00:00:00,organic,26-35,T3+,balanced,3962.43,0
11145,2024-01-22 00:00:00,organic,18-25,T1,balanced,3152.33,1
11146,2024-04-19 00:00:00,paid_search,56+,T3+,balanced,23248.46,1
11147,2024-03-14 00:00:00,organic,26-35,T3+,cautious,10042.69,0
11148,2024-08-02 00:00:00,social,46-55,T3+,cautious,151387.86,1
11149,2024-02-04 00:00:00,referral,18-25,T3+,balanced,24935.32,0
11150,2024-08-16 00:00:00,bank_partner,26-35,T3+,cautious,8881.2,1
11151,2024-09-10 00:00:00,organic,46-55,T2,aggressive,11207.61,1
11152,2024-09-29 00:00:00,bank_partner,36-45,T1,aggressive,61993.97,0
11153,2024-06-14 00:00:00,social,26-35,T2,cautious,13173.62,1
11154,2024-10-17 00:00:00,organic,36-45,T3+,balanced,6951.32,0
11155,2024-09-05 00:00:00,paid_search,36-45,T3+,balanced,10524.14,1
11156,2024-05-27 00:00:00,bank_partner,18-25,T3+,aggressive,5876.2,0
11157,2024-05-29 00:00:00,paid_search,36-45,T1,aggressive,9981.52,0
11158,2024-11-13 00:00:00,social,36-45,T3+,balanced,27525.07,1
11159,2024-06-20 00:00:00,paid_search,36-45,T1,balanced,6934.54,0
11160,2024-09-03 00:00:00,paid_search,26-35,T2,balanced,24367.5,1
11161,2024-10-27 00:00:00,paid_search,18-25,T2,balanced,1622.23,0
11162,2024-12-27 00:00:00,social,26-35,T2,balanced,3947.76,1
11163,2024-09-21 00:00:00,organic,26-35,T2,cautious,24124.58,0
11164,2024-10-09 00:00:00,bank_partner,36-45,T3+,balanced,26355.19,1
11165,2024-10-19 00:00:00,paid_search,36-45,T1,balanced,30199.61,0
11166,2024-08-04 00:00:00,social,18-25,T2,balanced,4730.36,0
11167,2024-08-21 00:00:00,paid_search,46-55,T1,balanced,25533.87,0
11168,2024-06-21 00:00:00,paid_search,36-45,T3+,balanced,10712.19,1
11169,2024-10-27 00:00:00,referral,18-25,T2,cautious,12486.69,1
11170,2024-10-06 00:00:00,referral,36-45,T3+,balanced,20037.46,0
11171,2024-06-12 00:00:00,organic,46-55,T1,balanced,1362.92,1
11172,2024-08-11 00:00:00,organic,18-25,T2,aggressive,3454.43,1
11173,2024-12-13 00:00:00,organic,26-35,T3+,cautious,13982.48,0
11174,2024-04-18 00:00:00,organic,46-55,T3+,balanced,7347.34,1
11175,2024-09-29 00:00:00,social,26-35,T1,aggressive,2988.91,1
11176,2024-10-22 00:00:00,organic,26-35,T2,cautious,10995.62,1
11177,2024-08-06 00:00:00,paid_search,18-25,T1,balanced,13915.45,0
11178,2024-11-10 00:00:00,organic,36-45,T2,balanced,1399.47,1
11179,2024-05-17 00:00:00,social,26-35,T1,balanced,2608.32,1
11180,2024-03-10 00:00:00,organic,26-35,T1,cautious,27359.99,0
11181,2024-05-01 00:00:00,social,36-45,T3+,balanced,47982.61,1
11182,2024-02-07 00:00:00,social,36-45,T2,balanced,3989.19,1
11183,2024-02-13 00:00:00,referral,26-35,T1,balanced,2996.44,1
11184,2024-03-06 00:00:00,organic,56+,T1,balanced,13121.78,1
11185,2024-06-29 00:00:00,referral,26-35,T1,balanced,23910.39,0
11186,2024-10-21 00:00:00,paid_search,36-45,T1,balanced,715.85,1
11187,2024-07-11 00:00:00,social,36-45,T2,balanced,6527.05,1
11188,2024-01-17 00:00:00,bank_partner,46-55,T1,balanced,20810.44,0
11189,2024-07-16 00:00:00,referral,26-35,T1,balanced,107938.86,1
11190,2024-04-22 00:00:00,social,18-25,T3+,balanced,11782.01,1
11191,2024-04-19 00:00:00,bank_partner,26-35,T2,cautious,2361.88,0
11192,2024-05-01 00:00:00,bank_partner,26-35,T2,balanced,12470.2,1
11193,2024-05-07 00:00:00,organic,46-55,T3+,aggressive,8413.91,1
11194,2024-01-13 00:00:00,referral,36-45,T3+,balanced,16387.25,1
11195,2024-10-15 00:00:00,organic,46-55,T2,balanced,9898.96,1
11196,2024-01-28 00:00:00,social,26-35,T2,balanced,5940.38,1
11197,2024-09-29 00:00:00,bank_partner,36-45,T3+,aggressive,6457.92,1
11198,2024-11-19 00:00:00,referral,26-35,T3+,cautious,21930.07,1
11199,2024-05-15 00:00:00,organic,46-55,T3+,cautious,1950.22,1
11200,2024-03-03 00:00:00,social,36-45,T3+,balanced,12437.72,1
11201,2024-08-30 00:00:00,paid_search,26-35,T1,balanced,11818.95,0
11202,2024-11-14 00:00:00,paid_search,18-25,T1,balanced,4487.2,1
11203,2024-08-09 00:00:00,organic,26-35,T3+,aggressive,4457.91,1
11204,2024-01-04 00:00:00,organic,36-45,T2,balanced,12940.07,1
11205,2024-12-19 00:00:00,bank_partner,36-45,T3+,cautious,12263.49,1
11206,2024-01-24 00:00:00,paid_search,36-45,T2,cautious,4126.62,0
11207,2024-05-27 00:00:00,paid_search,18-25,T2,balanced,2927.15,1
11208,2024-02-19 00:00:00,organic,26-35,T3+,balanced,1916.42,0
11209,2024-04-19 00:00:00,paid_search,36-45,T3+,balanced,2364.93,0
11210,2024-06-12 00:00:00,organic,18-25,T2,cautious,500.0,1
11211,2024-01-14 00:00:00,social,56+,T3+,balanced,168402.89,1
11212,2024-10-22 00:00:00,social,36-45,T3+,balanced,2402.44,1
11213,2024-08-21 00:00:00,bank_partner,26-35,T3+,balanced,6334.74,1
11214,2024-10-14 00:00:00,referral,18-25,T1,cautious,8360.45,0
11215,2024-10-03 00:00:00,social,36-45,T1,cautious,17590.69,1
11216,2024-12-16 00:00:00,referral,36-45,T3+,aggressive,16884.46,1
11217,2024-09-23 00:00:00,organic,26-35,T1,balanced,2907.61,1
11218,2024-06-13 00:00:00,organic,46-55,T3+,cautious,12375.33,1
11219,2024-05-19 00:00:00,paid_search,26-35,T2,cautious,18160.44,0
11220,2024-11-25 00:00:00,referral,26-35,T1,cautious,24448.05,1
11221,2024-05-11 00:00:00,organic,46-55,T1,balanced,42267.82,1
11222,2024-02-09 00:00:00,paid_search,36-45,T2,balanced,8257.06,0
11223,2024-10-24 00:00:00,referral,56+,T2,aggressive,14279.07,0
11224,2024-12-09 00:00:00,referral,36-45,T3+,balanced,1679.68,1
11225,2024-04-20 00:00:00,bank_partner,26-35,T3+,cautious,47360.78,0
11226,2024-07-08 00:00:00,organic,26-35,T3+,cautious,5222.04,1
11227,2024-06-30 00:00:00,organic,36-45,T1,cautious,5854.27,1
11228,2024-05-27 00:00:00,social,18-25,T1,cautious,1581.82,0
11229,2024-07-21 00:00:00,organic,26-35,T3+,aggressive,27542.37,1
11230,2024-01-20 00:00:00,social,18-25,T2,aggressive,4417.43,1
11231,2024-10-16 00:00:00,referral,18-25,T1,cautious,1042.97,1
11232,2024-08-02 00:00:00,organic,36-45,T1,aggressive,18003.3,1
11233,2024-01-12 00:00:00,organic,56+,T2,balanced,23615.76,0
11234,2024-05-29 00:00:00,referral,46-55,T2,cautious,14518.73,1
11235,2024-05-08 00:00:00,referral,46-55,T2,balanced,3466.23,1
11236,2024-08-25 00:00:00,organic,46-55,T1,balanced,9693.6,1
11237,2024-11-14 00:00:00,social,26-35,T1,cautious,8894.56,0
11238,2024-03-17 00:00:00,organic,36-45,T1,balanced,4218.06,1
11239,2024-10-04 00:00:00,social,26-35,T3+,cautious,13420.26,0
11240,2024-11-06 00:00:00,paid_search,26-35,T2,cautious,500.0,0
11241,2024-07-31 00:00:00,organic,26-35,T2,aggressive,9469.38,1
11242,2024-10-12 00:00:00,bank_partner,18-25,T1,cautious,25061.62,0
11243,2024-12-06 00:00:00,referral,18-25,T3+,cautious,5190.94,1
11244,2024-11-24 00:00:00,referral,36-45,T3+,aggressive,11200.86,1
11245,2024-05-15 00:00:00,organic,26-35,T1,cautious,8832.6,1
11246,2024-05-26 00:00:00,organic,18-25,T2,cautious,522.26,1
11247,2024-07-26 00:00:00,social,26-35,T1,balanced,6781.17,0
11248,2024-11-14 00:00:00,paid_search,26-35,T3+,cautious,3782.61,1
11249,2024-08-22 00:00:00,bank_partner,26-35,T3+,aggressive,5791.26,0
11250,2024-10-21 00:00:00,paid_search,26-35,T2,balanced,30633.66,1
11251,2024-12-30 00:00:00,organic,26-35,T2,aggressive,10674.84,1
11252,2024-09-14 00:00:00,social,26-35,T1,balanced,11796.24,0
11253,2024-08-27 00:00:00,organic,46-55,T2,balanced,16428.15,1
11254,2024-07-24 00:00:00,organic,46-55,T3+,cautious,16104.04,1
11255,2024-01-07 00:00:00,referral,46-55,T1,balanced,13481.23,1
11256,2024-10-20 00:00:00,social,36-45,T1,cautious,5325.52,1
11257,2024-11-24 00:00:00,paid_search,26-35,T3+,balanced,2971.4,0
11258,2024-02-21 00:00:00,bank_partner,46-55,T1,balanced,59616.04,1
11259,2024-11-09 00:00:00,referral,26-35,T2,cautious,11546.74,1
11260,2024-01-25 00:00:00,organic,56+,T1,cautious,56041.04,1
11261,2024-07-22 00:00:00,organic,18-25,T2,cautious,2305.64,1
11262,2024-12-04 00:00:00,social,18-25,T3+,cautious,3881.56,0
11263,2024-11-14 00:00:00,social,26-35,T1,aggressive,10831.44,1
11264,2024-10-17 00:00:00,referral,18-25,T2,cautious,16434.19,1
11265,2024-03-26 00:00:00,paid_search,56+,T2,balanced,2795.09,1
11266,2024-12-10 00:00:00,paid_search,26-35,T3+,cautious,4764.99,1
11267,2024-03-26 00:00:00,paid_search,26-35,T3+,aggressive,535.15,1
11268,2024-09-26 00:00:00,bank_partner,46-55,T1,balanced,5975.64,1
11269,2024-07-16 00:00:00,paid_search,36-45,T2,aggressive,62603.87,1
11270,2024-06-20 00:00:00,referral,26-35,T1,cautious,16615.49,1
11271,2024-06-20 00:00:00,paid_search,18-25,T1,balanced,1229.7,1
11272,2024-02-06 00:00:00,paid_search,26-35,T1,balanced,1885.45,0
11273,2024-07-29 00:00:00,social,26-35,T1,cautious,28670.31,1
11274,2024-11-22 00:00:00,referral,36-45,T3+,aggressive,28067.3,1
11275,2024-01-10 00:00:00,organic,56+,T2,balanced,4733.83,1
11276,2024-11-17 00:00:00,paid_search,18-25,T2,balanced,10269.04,1
11277,2024-05-31 00:00:00,organic,46-55,T1,aggressive,12962.73,1
11278,2024-10-26 00:00:00,social,36-45,T3+,balanced,3620.63,0
11279,2024-12-24 00:00:00,referral,36-45,T3+,aggressive,1797.31,1
11280,2024-03-12 00:00:00,social,56+,T1,cautious,26443.27,1
11281,2024-07-01 00:00:00,paid_search,18-25,T2,aggressive,3352.45,1
11282,2024-07-20 00:00:00,bank_partner,56+,T3+,balanced,1168.96,0
11283,2024-07-20 00:00:00,referral,36-45,T2,aggressive,20646.49,1
11284,2024-11-09 00:00:00,bank_partner,18-25,T2,balanced,7259.26,1
11285,2024-06-17 00:00:00,referral,46-55,T2,cautious,6727.77,0
11286,2024-01-11 00:00:00,organic,36-45,T1,cautious,14344.4,1
11287,2024-02-29 00:00:00,paid_search,46-55,T3+,balanced,27926.02,0
11288,2024-08-10 00:00:00,social,36-45,T2,cautious,10729.86,0
11289,2024-09-16 00:00:00,social,46-55,T3+,cautious,34646.64,1
11290,2024-07-23 00:00:00,paid_search,26-35,T2,aggressive,8029.22,0
11291,2024-09-11 00:00:00,social,18-25,T1,balanced,4250.37,1
11292,2024-01-24 00:00:00,referral,26-35,T1,balanced,8184.96,1
11293,2024-12-31 00:00:00,paid_search,36-45,T2,aggressive,8166.81,0
11294,2024-04-11 00:00:00,referral,36-45,T3+,cautious,12060.75,0
11295,2024-02-03 00:00:00,social,36-45,T3+,cautious,16965.31,1
11296,2024-12-26 00:00:00,social,26-35,T3+,cautious,2014.51,0
